,enrollmentProbabilityScore,enrollFlag,RET_T2,RET_T3,ADM,CAN,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
208444,,0,0,0,0,1,2,0,2,175.0,87500.0,1.0,3.0,452.0,11.5,2.8,3.0,24.0,0,0,1,0,1,0,2
208445,,0,0,0,1,0,1,0,0,241.0,58859.0,0.0,0.0,231.0,59.74,3.44,6.0,24.0,0,0,1,0,1,1,1
208460,,0,0,0,0,1,1,0,2,165.0,46733.0,0.0,0.0,466.0,47.64,2.81,5.0,18.0,0,0,1,0,1,0,3
208467,,0,0,0,1,1,2,0,2,268.0,40508.0,2.0,3.0,182.0,63.19,3.03,2.0,21.0,0,0,1,0,1,0,3
208476,6.0,0,0,0,0,1,2,0,2,307.0,99155.0,0.0,0.0,496.0,50.4,3.533,3.0,17.0,0,0,1,0,1,0,2
208481,6.0,0,0,0,1,1,1,0,2,342.0,99675.0,2.0,3.0,412.0,91.26,3.79,9.0,22.0,0,0,1,0,1,0,1
208484,6.0,0,0,0,1,1,1,0,2,203.0,56497.0,0.0,0.0,438.0,79.0,2.82,4.0,20.0,1,0,1,0,1,0,4
208485,1.0,1,1,1,1,0,2,1,2,328.0,107557.0,2.0,3.0,504.0,72.22,3.73,0.0,20.0,1,0,1,0,1,1,1
208491,6.0,0,0,0,1,1,2,0,2,176.0,112500.0,1.0,3.0,516.0,93.22,4.237,11.0,31.0,1,0,1,0,1,0,1
208493,,0,0,0,1,1,1,0,2,175.0,102993.0,2.0,3.0,444.0,99.1,4.0,13.0,33.0,0,0,1,0,1,0,1
208495,6.0,0,0,0,1,1,1,0,2,786.0,24448.0,0.0,0.0,100.0,54.0,3.46,4.0,23.0,0,0,1,1,0,1,1
208497,6.0,0,0,0,1,1,1,0,2,777.0,150321.0,0.0,0.0,373.0,50.13,3.69,10.0,26.0,0,0,1,1,0,1,1
208499,,0,0,0,1,1,1,0,2,247.0,50893.0,2.0,3.0,59.0,94.92,3.92,9.0,23.0,0,0,1,0,1,0,1
208501,6.0,0,0,0,1,1,2,0,2,214.0,97778.0,0.0,0.0,595.0,71.93,3.77,3.0,20.0,0,0,1,0,1,0,3
208508,3.0,0,0,0,1,1,1,0,1,162.0,76923.0,2.0,3.0,888.0,86.49,3.71,2.0,16.0,1,0,1,0,1,0,4
208509,6.0,0,0,0,0,1,2,0,2,190.0,68333.0,2.0,1.0,128.0,35.94,3.37,5.0,18.0,0,0,1,0,1,0,3
208510,1.0,1,1,1,1,0,2,0,2,287.0,53846.0,3.0,3.0,201.0,94.03,3.83,11.0,27.0,1,0,1,0,0,0,3
208512,6.0,0,0,0,1,1,2,0,2,1061.0,75298.0,1.0,3.0,444.0,93.02,3.39,12.0,22.0,0,0,1,1,0,0,4
208516,3.0,1,1,1,1,0,1,1,2,402.0,37552.0,4.0,5.0,626.0,55.43,3.2230000000000003,4.0,22.0,1,0,1,0,1,0,1
208525,2.0,0,0,0,1,1,1,0,2,336.0,140504.0,2.0,3.0,56.0,98.21,4.0,4.0,30.0,1,0,1,0,1,0,1
208526,,0,0,0,1,0,1,0,0,147.0,64583.0,0.0,0.0,509.0,81.34,4.002,10.0,23.0,0,0,1,0,1,0,2
208527,,0,0,0,1,1,1,0,2,194.0,64167.0,4.0,4.0,313.0,64.54,4.212,9.0,25.0,0,0,1,0,1,0,1
208528,1.0,1,1,1,1,0,1,0,2,105.0,48895.0,3.0,5.0,44.0,47.73,3.38,0.0,19.0,1,0,1,0,1,0,1
208530,6.0,0,0,0,1,0,1,0,2,307.0,65986.0,1.0,1.0,428.0,96.73,3.66,12.0,22.0,1,0,1,0,1,0,3
208531,,0,0,0,1,0,2,0,2,166.0,59176.0,2.0,3.0,81.0,55.56,3.13,3.0,20.0,0,0,1,0,1,0,1
208534,6.0,0,0,0,0,1,1,0,2,177.0,41071.0,0.0,0.0,81.0,12.35,2.85,0.0,18.0,0,0,1,0,1,0,3
208536,3.0,0,0,0,1,0,1,0,2,140.0,65882.0,0.0,0.0,282.0,63.83,2.92,0.0,24.0,1,0,1,0,1,0,1
208541,6.0,0,0,0,1,1,2,0,1,81.0,58409.0,1.0,3.0,681.0,82.53,3.713,0.0,18.0,1,0,1,0,1,0,3
208543,3.0,0,0,0,1,1,2,1,2,1.0,57127.0,4.0,4.0,29.0,93.1,4.197,1.0,27.0,0,0,1,1,1,0,2
208551,2.0,0,0,0,1,0,1,0,0,171.0,21761.0,3.0,4.0,81.0,88.89,3.45,9.0,17.0,0,0,1,0,1,0,3
208557,6.0,0,0,0,0,1,1,0,2,171.0,19914.0,2.0,3.0,107.0,87.85,3.24,6.0,16.0,0,0,1,0,1,0,2
208567,3.0,0,0,0,1,1,2,0,2,96.0,32545.0,2.0,3.0,194.0,87.63,3.6,4.0,27.0,0,0,1,0,1,0,1
208571,1.0,0,0,0,1,1,2,1,2,326.0,45366.0,0.0,0.0,990.0,88.79,3.51,12.0,21.0,0,0,1,0,1,0,3
208574,1.0,1,1,1,1,0,1,1,2,1.0,38750.0,4.0,4.0,448.0,97.99,4.0,12.0,31.0,1,0,1,1,1,1,3
208575,1.0,0,0,0,1,0,2,0,2,194.0,69831.0,0.0,0.0,345.0,81.45,2.94,3.0,23.0,0,0,1,0,1,0,2
208578,,0,0,0,1,0,1,0,2,181.0,53173.0,0.0,0.0,393.0,89.06,3.41,12.0,24.0,0,0,1,0,1,0,2
208579,,0,0,0,1,1,1,0,2,201.0,81571.0,0.0,0.0,519.0,99.23,4.238,13.0,31.0,0,0,1,0,1,0,1
208580,6.0,0,0,0,1,1,1,0,2,123.0,110015.0,2.0,3.0,351.0,86.61,4.387,10.0,31.0,1,0,1,0,1,0,1
208581,,0,0,0,1,1,1,0,2,131.0,73795.0,0.0,0.0,344.0,78.78,4.217,10.0,30.0,0,0,1,0,1,0,1
208582,1.0,1,1,1,1,0,2,1,2,4.0,74256.0,2.0,3.0,448.0,98.88,4.0,13.0,32.0,1,0,1,1,1,0,1
208585,,0,0,0,1,0,2,0,0,330.0,68156.0,3.0,3.0,487.0,67.56,3.72,4.0,24.0,1,0,1,0,1,0,1
208594,4.0,0,0,0,0,1,1,0,2,224.0,39688.0,3.0,3.0,239.0,46.86,2.59,8.0,21.0,1,0,1,0,1,0,3
208595,,0,0,0,1,1,1,0,1,179.0,48451.0,0.0,0.0,613.0,70.31,3.31,10.0,17.0,0,0,1,0,1,0,1
208596,6.0,0,0,0,1,1,1,0,2,313.0,148913.0,0.0,0.0,537.0,75.42,4.0,0.0,24.0,0,0,1,0,1,0,1
208597,,0,0,0,1,0,2,0,2,1694.0,52273.0,0.0,0.0,889.0,91.9,3.86,3.0,18.0,0,0,1,0,0,0,2
208602,1.0,1,0,0,1,0,1,1,2,146.0,70127.0,3.0,4.0,573.0,67.02,3.22,1.0,20.0,1,0,1,0,1,0,2
208603,,0,0,0,1,0,2,0,2,150.0,105350.0,3.0,3.0,335.0,90.15,4.152,11.0,26.0,1,0,1,0,1,0,1
208608,,0,0,0,1,1,1,0,2,315.0,75879.0,2.0,2.0,17.0,94.12,4.0,12.0,28.0,0,0,1,0,1,0,2
208609,6.0,0,0,0,1,1,2,0,2,177.0,75801.0,2.0,3.0,540.0,65.37,3.3238,1.0,20.0,1,0,1,0,1,0,2
208610,6.0,0,0,0,1,1,1,0,2,3.0,24940.0,3.0,3.0,411.0,92.94,4.313,11.0,23.0,1,0,1,1,1,0,3
208614,3.0,0,0,0,1,1,2,1,2,777.0,129095.0,0.0,0.0,112.0,98.21,4.0,10.0,34.0,0,0,1,1,0,1,1
208615,6.0,0,0,0,0,1,2,0,2,139.0,53266.0,3.0,3.0,426.0,56.34,3.2,0.0,15.0,0,0,1,0,1,0,3
208616,2.0,1,1,1,1,0,1,0,2,180.0,70443.0,2.0,3.0,596.0,60.23,3.54,9.0,30.0,1,0,1,0,1,0,1
208619,3.0,0,0,0,1,0,2,0,2,146.0,50383.0,0.0,0.0,225.0,85.33,3.73,13.0,21.0,1,0,1,0,1,0,2
208620,6.0,0,0,0,0,1,2,0,2,225.0,29022.0,0.0,0.0,448.0,59.82,3.214,0.0,16.0,0,0,1,0,1,0,2
208624,,0,0,0,1,1,1,0,2,293.0,93059.0,0.0,0.0,625.0,74.4,3.42,11.0,32.0,0,0,1,0,1,0,1
208625,6.0,0,0,0,1,1,2,0,2,748.0,39530.0,2.0,3.0,74.0,89.19,3.81,4.0,25.0,0,0,1,0,0,1,1
208631,1.0,1,1,0,1,0,1,0,2,337.0,71549.0,2.0,3.0,39.0,97.44,4.0,0.0,26.0,1,0,1,0,1,0,3
208634,2.0,0,0,0,1,0,1,0,2,171.0,46712.0,0.0,0.0,399.0,93.98,3.12,2.0,17.0,0,0,1,0,1,0,2
208636,6.0,0,0,0,0,1,1,0,2,149.0,121148.0,3.0,4.0,511.0,57.93,3.21,7.0,19.0,0,0,1,0,1,0,1
208637,6.0,0,0,0,1,1,1,0,2,138.0,49182.0,2.0,3.0,588.0,92.69,3.87,8.0,22.0,1,0,1,0,1,1,1
208638,,0,0,0,1,1,1,0,1,143.0,25095.0,2.0,2.0,193.0,98.96,3.98,8.0,21.0,0,0,1,0,1,0,4
208640,1.0,1,1,1,1,0,1,0,2,199.0,60654.0,3.0,3.0,497.0,85.92,3.8,4.0,27.0,1,0,1,0,1,0,1
208645,1.0,1,1,0,1,0,1,1,2,224.0,85846.0,3.0,5.0,320.0,93.75,4.312,10.0,23.0,1,0,1,0,1,0,1
208650,1.0,1,1,1,1,0,2,1,2,18.0,66438.0,3.0,4.0,69.0,97.1,4.0,2.0,29.0,1,0,1,1,1,1,1
208652,1.0,1,1,1,1,0,1,0,1,325.0,33101.0,2.0,3.0,421.0,98.57,3.85,11.0,24.0,1,0,1,0,1,0,2
208658,6.0,0,0,0,0,1,1,0,2,358.0,45045.0,0.0,0.0,599.0,88.65,3.17,12.0,15.0,0,0,1,0,1,1,3
208684,6.0,0,0,0,0,1,1,0,2,139.0,33357.0,0.0,0.0,511.0,35.23,3.13,4.0,14.0,0,0,1,0,1,0,1
208688,6.0,0,0,0,0,1,2,0,2,152.0,40502.0,2.0,3.0,586.0,66.21,3.194,0.0,17.0,0,0,1,0,1,0,3
208690,6.0,0,0,0,1,1,1,0,2,184.0,125000.0,2.0,3.0,326.0,22.09,3.5380000000000003,14.0,16.0,0,0,1,0,1,0,3
208691,6.0,0,0,0,1,0,1,0,2,177.0,121144.0,2.0,3.0,102.0,23.53,2.57,9.0,21.0,0,0,1,0,1,0,3
208693,,0,0,0,1,1,1,0,2,220.0,43901.0,0.0,0.0,94.0,89.36,3.5,1.0,22.0,0,0,1,0,1,0,1
208698,,0,0,0,1,0,1,0,2,217.0,73101.0,0.0,3.0,589.0,73.01,3.8539999999999996,0.0,23.0,0,0,1,0,1,0,3
208700,,0,0,0,1,1,1,0,2,146.0,128239.0,0.0,0.0,634.0,88.01,3.5781300000000003,0.0,24.0,0,0,1,0,1,0,1
208703,,0,0,0,1,0,2,0,2,140.0,158108.0,2.0,4.0,307.0,69.38,3.447,7.0,24.0,0,0,1,0,1,1,1
208704,,0,0,0,1,0,1,0,2,4.0,71034.0,4.0,0.0,87.0,94.25,4.0,18.0,24.0,0,0,1,1,1,0,1
208705,2.0,0,0,0,1,0,1,0,2,155.0,69349.0,0.0,0.0,823.0,79.83,3.3837,0.0,22.0,1,0,1,0,1,0,1
208706,,0,0,0,1,0,1,0,1,78.0,92369.0,0.0,0.0,158.0,69.62,3.16,0.0,18.0,0,0,1,0,1,1,1
208708,6.0,0,0,0,1,1,1,0,2,161.0,80769.0,2.0,3.0,63.0,82.54,4.13,12.0,17.0,0,0,1,0,1,0,2
208731,6.0,0,0,0,1,0,2,0,1,144.0,45250.0,1.0,3.0,546.0,51.1,3.093,7.0,19.0,0,0,1,0,1,0,3
208732,6.0,0,0,0,1,1,1,1,1,646.0,40526.0,0.0,0.0,463.0,96.98,3.89,13.0,22.0,1,0,1,0,0,0,1
208746,6.0,0,0,0,1,1,1,0,2,177.0,45403.0,0.0,0.0,76.0,69.74,3.55,4.0,17.0,0,0,1,0,1,0,3
208749,,0,0,0,1,1,2,1,0,40.0,38137.0,2.0,2.0,125.0,84.0,3.898,5.0,20.0,0,0,1,1,1,0,4
208751,,0,0,0,1,1,1,0,0,216.0,102957.0,2.0,3.0,142.0,97.18,3.83,12.0,20.0,0,0,1,0,1,1,3
208753,,0,0,0,0,1,2,0,2,217.0,59245.0,0.0,0.0,379.0,16.62,2.67188,0.0,18.0,0,0,1,0,1,0,3
208760,6.0,0,0,0,1,0,2,0,2,171.0,33519.0,2.0,0.0,581.0,56.8,3.9,0.0,21.0,0,0,1,0,1,0,2
208761,6.0,0,0,0,1,0,2,0,2,222.0,42025.0,2.0,3.0,673.0,59.14,3.297454,8.0,22.0,0,0,1,0,1,0,2
208762,2.0,0,0,0,1,1,2,0,2,155.0,43421.0,1.0,1.0,185.0,50.27,3.5669999999999997,5.0,22.0,1,0,1,0,1,0,1
208764,,0,0,0,1,1,2,0,2,194.0,103167.0,2.0,3.0,334.0,39.82,3.8810000000000002,9.0,21.0,0,0,1,0,1,0,1
208771,,0,0,0,1,0,1,0,2,584.0,47525.0,0.0,0.0,489.0,97.75,3.7,7.0,24.0,0,0,1,1,0,0,2
208772,,0,0,0,0,1,2,0,2,275.0,105704.0,0.0,0.0,368.0,51.63,3.26,1.0,18.0,0,0,1,0,1,0,2
208783,,0,0,0,1,0,1,0,2,195.0,114162.0,0.0,0.0,95.0,85.26,3.58,10.0,24.0,0,0,1,0,1,0,4
208784,3.0,0,0,0,1,0,1,1,2,200.0,60240.0,1.0,3.0,216.0,95.37,3.8864,0.0,24.0,1,0,1,0,1,0,1
208793,,0,0,0,1,1,1,0,2,1520.0,128373.0,0.0,0.0,440.0,92.73,3.96,1.0,24.0,0,0,1,1,0,0,1
208799,4.0,1,0,0,1,0,1,0,2,84.0,88770.0,0.0,0.0,59.0,93.22,3.79,6.0,21.0,1,0,1,0,1,0,4
208801,2.0,0,0,0,1,1,1,0,2,96.0,122283.0,0.0,0.0,18.0,38.89,2.967,0.0,23.0,1,0,1,0,1,0,1
208809,3.0,0,0,0,1,1,2,0,2,140.0,118145.0,1.0,3.0,307.0,73.29,3.597,5.0,25.0,1,0,1,0,1,0,1
208819,,0,0,0,0,0,1,0,2,175.0,58112.0,2.0,3.0,580.0,61.9,3.5,0.0,23.0,0,0,1,0,1,0,1
208821,3.0,0,0,0,1,1,1,0,2,146.0,111485.0,2.0,3.0,650.0,58.92,3.7875,0.0,23.0,1,0,1,0,1,0,1
208823,6.0,0,0,0,1,1,1,0,2,180.0,35354.0,0.0,0.0,604.0,98.01,3.98,9.0,28.0,0,0,1,0,1,0,3
208824,,0,0,0,1,1,2,0,2,151.0,48065.0,0.0,0.0,757.0,80.58,3.31,11.0,21.0,0,0,1,0,1,0,3
208828,1.0,0,0,0,1,1,2,0,2,175.0,79688.0,0.0,0.0,494.0,57.49,4.367,4.0,25.0,1,0,1,0,1,0,1
208829,,0,0,0,1,1,1,0,2,137.0,27891.0,0.0,0.0,377.0,51.19,3.4622,0.0,22.0,0,0,1,0,1,0,1
208830,,0,0,0,1,1,1,0,2,153.0,141793.0,0.0,0.0,262.0,48.09,3.4889,0.0,20.0,0,0,1,0,1,0,1
208831,,0,0,0,0,1,2,0,2,198.0,39360.0,0.0,0.0,97.0,15.46,3.14,0.0,22.0,0,0,1,0,1,0,1
208832,,0,0,0,1,1,1,0,2,282.0,61867.0,0.0,0.0,98.0,56.12,3.2429,0.0,24.0,0,0,1,0,1,0,1
208834,1.0,0,0,0,1,1,1,1,2,298.0,131627.0,0.0,0.0,799.0,42.93,3.46,0.0,21.0,0,0,1,0,1,0,1
208838,6.0,0,0,0,1,1,1,0,2,445.0,64115.0,2.0,4.0,435.0,76.09,3.772,8.0,14.0,0,0,1,0,1,0,3
208839,3.0,0,0,0,1,1,2,1,2,212.0,36262.0,2.0,3.0,659.0,84.07,3.7478,10.0,24.0,1,0,1,0,1,1,1
208841,3.0,0,0,0,1,1,2,0,2,316.0,118534.0,2.0,2.0,621.0,61.35,3.362,7.0,30.0,0,0,1,0,1,0,1
208842,1.0,1,0,0,1,0,2,1,2,22.0,57059.0,3.0,3.0,42.0,47.62,3.33,1.0,21.0,1,0,1,1,1,0,1
208846,6.0,0,0,0,1,1,1,0,2,294.0,67470.0,0.0,0.0,745.0,95.97,3.58,0.0,22.0,0,0,1,0,1,0,3
208848,6.0,0,0,0,0,1,2,0,0,240.0,62566.0,3.0,3.0,228.0,51.75,3.572,1.0,15.0,0,0,1,0,1,0,3
208849,,0,0,0,1,1,2,0,2,140.0,39758.0,0.0,0.0,512.0,59.38,3.5,10.0,20.0,0,0,1,0,1,0,2
208851,,0,0,0,1,0,2,0,2,161.0,38068.0,2.0,3.0,495.0,39.8,2.824,0.0,27.0,0,0,1,0,1,0,2
208853,,0,0,0,0,1,1,0,2,258.0,56875.0,0.0,0.0,480.0,74.79,3.4,0.0,18.0,0,0,1,0,1,0,2
208855,,0,0,0,1,1,2,0,2,306.0,137829.0,0.0,0.0,737.0,35.01,2.6154,0.0,21.0,0,0,1,0,1,0,3
208858,,0,0,0,1,0,1,0,2,353.0,31889.0,2.0,1.0,130.0,99.23,3.94,10.0,25.0,0,0,1,0,1,0,3
208865,,0,0,0,1,0,1,0,2,192.0,43083.0,0.0,0.0,348.0,83.62,3.406,8.0,19.0,0,0,1,0,1,0,3
208868,3.0,0,0,0,1,0,1,0,2,162.0,111611.0,2.0,2.0,94.0,92.55,4.0,10.0,32.0,1,0,1,0,1,0,1
208875,,0,0,0,1,1,2,0,2,149.0,102266.0,0.0,0.0,522.0,78.54,3.57,11.0,22.0,1,0,1,0,1,0,1
208876,,0,0,0,1,1,2,0,2,301.0,85253.0,0.0,0.0,777.0,72.59,3.76,1.0,21.0,0,0,1,0,1,1,3
208881,,0,0,0,1,1,2,0,2,364.0,87156.0,0.0,0.0,423.0,91.73,4.0,13.0,24.0,0,0,1,0,1,0,4
208886,3.0,0,0,0,1,1,1,0,2,180.0,123568.0,2.0,3.0,1579.0,62.44,3.67553,0.0,24.0,0,0,1,0,1,0,1
208889,,0,0,0,1,0,2,0,2,222.0,50286.0,0.0,0.0,103.0,76.7,4.0,11.0,32.0,1,0,1,0,1,0,1
208893,,0,0,0,1,1,2,1,2,5.0,71493.0,2.0,2.0,247.0,70.85,3.8760000000000003,2.0,24.0,1,0,1,1,1,0,1
208894,,0,0,0,1,1,2,0,2,150.0,137500.0,0.0,0.0,769.0,65.93,3.48,2.0,22.0,0,0,1,0,1,0,3
208895,6.0,0,0,0,1,0,1,0,2,146.0,57991.0,0.0,0.0,645.0,73.64,3.27,6.0,22.0,0,0,1,0,1,0,1
208898,,0,0,0,1,1,2,0,2,139.0,79792.0,0.0,0.0,575.0,58.09,3.67,10.0,20.0,0,0,1,0,1,0,3
208900,,0,0,0,1,1,1,0,2,188.0,50634.0,2.0,3.0,373.0,86.86,3.72,8.0,26.0,0,0,1,0,1,0,3
208908,6.0,0,0,0,0,1,2,0,2,384.0,92888.0,1.0,3.0,330.0,68.18,3.4019999999999997,1.0,15.0,0,0,1,0,1,0,4
208933,,0,0,0,1,0,2,0,2,178.0,77827.0,2.0,3.0,76.0,77.63,3.63,2.0,20.0,0,0,1,0,1,0,3
208934,,0,0,0,1,1,2,1,2,233.0,44275.0,2.0,3.0,111.0,73.87,3.57,4.0,19.0,0,0,1,0,1,0,1
208945,,0,0,0,1,0,1,0,2,192.0,33333.0,0.0,0.0,19.0,78.95,3.6,3.0,21.0,0,0,1,0,1,0,3
208946,,0,0,0,1,1,2,1,1,169.0,79950.0,0.0,0.0,451.0,86.92,3.48,5.0,27.0,0,0,1,0,1,0,1
208947,6.0,0,0,0,1,1,1,0,2,176.0,31890.0,2.0,3.0,207.0,93.24,3.29,13.0,17.0,0,0,1,0,1,0,3
208955,,0,0,0,1,1,1,0,2,918.0,73250.0,1.0,4.0,322.0,10.25,1.94,2.0,22.0,1,0,1,0,0,0,3
208958,6.0,0,0,0,1,1,1,0,2,389.0,29272.0,0.0,0.0,531.0,98.12,3.84,9.0,17.0,0,0,1,0,1,0,3
208963,,0,0,0,1,1,2,0,2,194.0,45833.0,0.0,0.0,321.0,11.21,3.069,4.0,27.0,0,0,1,0,1,0,1
208964,,0,0,0,1,1,1,0,1,162.0,47551.0,0.0,0.0,918.0,92.37,3.9,4.0,19.0,0,0,1,0,1,0,4
208970,6.0,0,0,0,1,0,1,0,2,338.0,58386.0,0.0,0.0,539.0,86.64,3.3689999999999998,9.0,23.0,0,0,1,0,1,0,1
208971,6.0,0,0,0,1,0,2,0,0,469.0,36571.0,0.0,0.0,471.0,88.75,2.4,10.0,16.0,0,0,1,0,1,1,3
208977,,0,0,0,1,1,2,0,0,133.0,70202.0,0.0,0.0,165.0,68.48,3.35,8.0,22.0,0,0,1,0,1,0,1
208979,6.0,0,0,0,0,1,2,0,2,225.0,168696.0,2.0,1.0,108.0,41.67,3.23,0.0,15.0,1,0,1,0,1,0,3
208981,,0,0,0,1,0,1,0,2,1570.0,86890.0,0.0,0.0,223.0,59.64,3.0,0.0,20.0,0,0,1,0,0,0,4
208984,,1,1,1,1,0,1,0,2,185.0,59389.0,3.0,4.0,441.0,65.08,3.0,14.0,20.0,1,0,1,0,1,0,2
208985,,0,0,0,1,0,1,0,2,163.0,35726.0,0.0,0.0,66.0,75.76,3.5,10.0,22.0,0,0,1,0,1,0,1
208987,6.0,0,0,0,0,1,1,0,2,444.0,43710.0,2.0,3.0,508.0,43.7,2.4419999999999997,3.0,14.0,0,0,1,0,1,0,3
208992,,0,0,0,1,1,1,0,2,473.0,32672.0,0.0,0.0,599.0,92.65,3.9,12.0,20.0,0,0,1,0,1,0,3
208996,,0,0,0,1,1,1,0,2,157.0,45000.0,2.0,1.0,88.0,86.36,3.964,1.0,21.0,0,0,1,0,1,1,3
209014,6.0,0,0,0,0,1,1,0,2,168.0,64773.0,0.0,0.0,53.0,64.15,3.57,0.0,17.0,0,0,1,0,1,0,2
209017,,1,1,1,1,0,1,0,2,167.0,68691.0,2.0,1.0,322.0,97.2,3.97,12.0,26.0,1,0,1,0,1,0,1
209021,6.0,0,0,0,1,0,1,0,2,394.0,30328.0,1.0,2.0,262.0,90.08,3.839,6.0,15.0,0,0,1,0,1,0,2
209023,,0,0,0,1,1,1,0,2,174.0,66709.0,1.0,1.0,324.0,79.01,3.228,2.0,24.0,0,0,1,0,1,0,3
209031,3.0,1,1,1,1,0,1,0,2,913.0,62843.0,4.0,5.0,392.0,84.44,3.64,8.0,16.0,1,0,1,0,0,1,2
209039,,1,1,1,1,0,2,0,0,179.0,104167.0,3.0,4.0,44.0,27.27,3.43,0.0,20.0,0,0,1,0,1,0,2
209040,,1,1,1,1,0,2,0,0,179.0,104167.0,3.0,4.0,44.0,22.73,3.25,0.0,20.0,0,0,1,0,1,0,2
209041,,0,0,0,1,1,1,0,2,214.0,44321.0,2.0,3.0,578.0,74.57,3.81,10.0,21.0,0,0,1,0,1,0,3
209042,6.0,0,0,0,0,1,1,0,2,384.0,134280.0,0.0,0.0,348.0,54.6,3.205,2.0,16.0,0,0,1,0,1,0,4
209053,5.0,0,0,0,1,1,2,0,2,150.0,68013.0,2.0,3.0,416.0,68.03,3.575,0.0,26.0,1,0,1,0,1,0,1
209068,6.0,1,1,1,1,0,1,0,2,590.0,108686.0,4.0,5.0,94.0,90.43,4.0,2.0,31.0,1,0,1,0,0,0,1
209069,3.0,0,0,0,1,0,2,0,2,330.0,68156.0,0.0,0.0,601.0,38.77,2.42,3.0,21.0,1,0,1,0,1,0,2
209073,6.0,0,0,0,1,0,1,0,1,252.0,51590.0,2.0,1.0,587.0,76.15,3.56,0.0,14.0,0,0,1,0,1,0,2
209074,,1,1,1,1,0,1,0,2,136.0,50030.0,0.0,0.0,543.0,86.0,3.8,5.0,22.0,1,0,1,0,1,0,1
209078,,0,0,0,1,0,2,0,2,299.0,106792.0,0.0,0.0,845.0,76.92,3.26,6.0,22.0,0,0,1,0,1,0,2
209081,,0,0,0,1,1,1,0,2,225.0,31692.0,0.0,0.0,202.0,90.59,3.46,12.0,21.0,0,0,1,0,1,0,1
209082,,0,0,0,1,0,1,0,2,176.0,105063.0,0.0,0.0,545.0,85.69,3.92,5.0,22.0,0,0,1,0,1,0,1
209085,6.0,0,0,0,0,1,1,0,2,203.0,56497.0,2.0,2.0,479.0,65.55,2.75,1.0,17.0,0,0,1,0,1,0,3
209088,3.0,0,0,0,1,1,1,0,2,171.0,74022.0,1.0,2.0,250.0,70.0,3.22,7.0,23.0,1,0,1,0,1,0,1
209089,6.0,0,0,0,1,1,2,1,2,155.0,59453.0,0.0,0.0,493.0,58.22,2.81,6.0,19.0,0,0,1,0,1,0,2
209093,3.0,0,0,0,1,0,1,0,2,307.0,47848.0,2.0,2.0,570.0,86.84,3.83,9.0,30.0,1,0,1,0,1,0,1
209095,,0,0,0,1,1,1,0,2,161.0,119413.0,0.0,0.0,537.0,97.95,4.0,0.0,24.0,0,0,1,0,1,0,3
209097,,0,0,0,1,1,2,0,2,156.0,123730.0,0.0,0.0,852.0,28.99,3.13,1.0,25.0,0,0,1,0,1,0,1
209099,5.0,0,0,0,1,1,2,0,1,162.0,104590.0,0.0,0.0,986.0,65.11,3.0,8.0,18.0,0,0,1,0,1,0,3
209100,6.0,1,0,0,1,0,2,0,2,1.0,46000.0,2.0,2.0,66.0,89.39,4.0,12.0,29.0,1,0,1,1,1,0,3
209101,,0,0,0,1,0,2,0,2,331.0,81979.0,0.0,0.0,606.0,62.71,2.7381,6.0,22.0,0,0,1,0,1,0,3
209104,,1,1,1,1,0,1,0,2,1015.0,74055.0,3.0,3.0,35.0,37.14,2.58,0.0,18.0,1,0,1,1,0,0,3
209106,,0,0,0,1,0,1,0,1,388.0,48892.0,1.0,1.0,629.0,96.5,4.146,4.0,22.0,0,0,1,0,1,0,3
209109,,0,0,0,1,0,1,0,2,1036.0,60081.0,0.0,0.0,480.0,97.71,3.72,10.0,27.0,0,0,1,1,0,0,1
209110,6.0,0,0,0,0,1,2,0,2,217.0,69690.0,1.0,3.0,36.0,27.78,2.79,5.0,14.0,0,0,1,0,1,0,2
209111,6.0,0,0,0,1,1,1,0,1,186.0,82826.0,2.0,1.0,626.0,38.02,2.53,0.0,19.0,0,0,1,0,1,1,1
209114,,0,0,0,1,1,2,0,2,326.0,38320.0,0.0,0.0,55.0,94.55,4.0,3.0,30.0,0,0,1,0,1,0,4
209118,3.0,1,1,1,1,0,1,0,2,151.0,57770.0,3.0,4.0,454.0,69.6,3.928,6.0,23.0,1,0,1,0,1,1,1
209121,,0,0,0,1,1,1,0,2,147.0,89598.0,0.0,0.0,22.0,27.27,3.58,4.0,23.0,0,0,1,0,1,0,1
209125,3.0,0,0,0,1,0,1,0,2,146.0,47284.0,0.0,0.0,635.0,63.62,2.86,8.0,19.0,0,0,1,0,1,0,3
209126,,0,0,0,1,1,2,0,0,184.0,58584.0,0.0,1.0,606.0,92.41,3.17,12.0,26.0,0,0,1,0,1,0,2
209128,3.0,1,1,1,1,0,1,0,2,160.0,48193.0,1.0,4.0,527.0,93.93,3.88,10.0,24.0,1,0,1,0,1,1,1
209134,6.0,0,0,0,1,1,1,0,2,440.0,79449.0,2.0,3.0,407.0,90.42,4.412,1.0,31.0,0,0,1,0,1,0,4
209135,,0,0,0,1,1,1,0,2,235.0,59263.0,2.0,3.0,274.0,91.97,3.92,12.0,30.0,0,0,1,0,1,0,1
