,enrollmentProbabilityScore,enrollFlag,RET_T2,RET_T3,ADM,CAN,Gender,Core_Ind,Parent_Same_LastName,ACU_Distance,PRIZM_HouseholdIncome,QUAL_Familiarity,QUAL_Rank,HS_SIZE,HS_RankPercent,HS_GPA_CALC,NUM_Advanced_Courses,ACT,Visited,Taylor_County,US,Abilene,Texas,CoC,Ethnicity
179098,6.0,0,0,0,0,1,2,0,2,180.0,70560.0,2.0,3.0,32.0,15.63,2.46,6.0,17.0,1,0,1,0,1,0,1
179099,,0,0,0,1,1,1,0,1,471.0,19792.0,0.0,0.0,59.0,86.44,3.7319999999999998,7.0,20.0,0,0,1,0,1,0,3
179101,5.0,0,0,0,1,1,1,0,2,298.0,78585.0,2.0,2.0,791.0,98.48,3.98,12.0,27.0,0,0,1,0,1,0,3
179102,,0,0,0,1,1,1,0,2,159.0,100168.0,3.0,3.0,543.0,94.66,3.79,9.0,28.0,0,0,1,0,1,0,1
179105,6.0,0,0,0,0,1,1,0,1,174.0,49408.0,1.0,3.0,254.0,71.26,2.75,7.0,15.0,0,0,1,0,1,0,2
179113,,1,0,0,1,0,1,1,2,4.0,43286.0,4.0,4.0,58.0,37.93,3.27,2.0,24.0,1,0,1,1,1,0,1
179114,,0,0,0,1,0,1,0,2,298.0,78585.0,0.0,0.0,702.0,70.8,3.14,4.0,18.0,0,0,1,0,1,0,2
179115,,0,0,0,1,1,2,0,2,172.0,63594.0,2.0,1.0,98.0,75.51,3.932,0.0,20.0,0,0,1,0,1,0,1
179118,6.0,0,0,0,1,1,2,0,2,298.0,108212.0,1.0,3.0,629.0,87.12,3.9,7.0,21.0,0,0,1,0,1,0,3
179120,3.0,0,0,0,1,1,1,1,2,22.0,38803.0,2.0,2.0,47.0,93.62,4.207,1.0,25.0,0,0,1,1,1,0,1
179121,,1,1,0,1,0,1,0,2,22.0,38803.0,3.0,3.0,44.0,81.82,4.055,4.0,25.0,1,0,1,1,1,0,3
179123,6.0,0,0,0,1,1,2,1,1,136.0,61560.0,2.0,2.0,493.0,62.68,3.0,5.0,20.0,0,0,1,0,1,0,2
179127,1.0,1,1,1,1,0,2,0,0,13.0,52320.0,0.0,0.0,91.0,48.35,3.3,2.0,17.0,1,0,1,1,1,0,3
179128,3.0,0,0,0,1,1,1,0,2,777.0,114899.0,2.0,3.0,383.0,35.77,3.51,5.0,24.0,1,0,1,1,0,1,1
179132,6.0,0,0,0,1,1,2,0,2,149.0,119712.0,1.0,2.0,634.0,72.4,3.9960000000000004,7.0,27.0,0,0,1,0,1,1,1
179134,5.0,0,0,0,1,0,2,0,2,184.0,71493.0,2.0,4.0,521.0,42.03,2.84,0.0,20.0,0,0,1,0,1,0,2
179137,6.0,0,0,0,0,1,1,0,2,178.0,116134.0,2.0,3.0,344.0,16.28,2.96,0.0,16.0,0,0,1,0,1,0,2
179139,6.0,0,0,0,1,1,1,0,2,150.0,66577.0,0.0,0.0,420.0,85.0,3.9410000000000003,7.0,17.0,0,0,1,0,1,0,2
179141,6.0,0,0,0,1,1,1,0,2,224.0,77570.0,0.0,0.0,500.0,70.2,3.888,8.0,21.0,0,0,1,0,1,0,1
179142,2.0,0,0,0,1,1,2,1,2,214.0,41033.0,3.0,3.0,591.0,79.19,4.0,0.0,19.0,0,0,1,0,1,1,1
179145,3.0,0,0,0,1,1,1,0,2,144.0,67691.0,2.0,3.0,236.0,80.08,3.95,3.0,20.0,0,0,1,0,1,0,1
179147,6.0,0,0,0,1,1,1,0,2,636.0,39058.0,2.0,2.0,181.0,80.66,3.71,6.0,21.0,0,0,1,0,0,0,1
179148,2.0,1,1,0,1,0,1,1,2,194.0,63875.0,3.0,4.0,225.0,88.89,4.487,9.0,24.0,1,0,1,0,1,1,1
179149,6.0,0,0,0,0,1,2,0,2,140.0,42929.0,0.0,0.0,482.0,41.08,3.17,0.0,19.0,0,0,1,0,1,0,1
179152,6.0,0,0,0,1,1,1,0,2,164.0,58673.0,3.0,3.0,123.0,81.3,3.74,5.0,20.0,0,0,1,0,1,0,4
179155,6.0,0,0,0,1,0,2,0,0,142.0,75362.0,2.0,0.0,596.0,79.36,3.21,10.0,27.0,0,0,1,0,1,0,3
179156,6.0,0,0,0,1,1,2,0,2,450.0,44173.0,2.0,2.0,519.0,98.07,3.784,13.0,27.0,0,0,1,0,1,0,3
179157,2.0,0,0,0,1,1,1,0,2,78.0,33070.0,0.0,0.0,161.0,71.43,3.16,4.0,23.0,1,0,1,0,1,0,1
179158,6.0,0,0,0,0,1,1,0,2,225.0,42066.0,0.0,0.0,229.0,76.86,3.8160000000000003,13.0,17.0,0,0,1,0,1,0,1
179163,6.0,0,0,0,1,1,2,0,2,436.0,19592.0,1.0,0.0,101.0,87.13,3.64,11.0,16.0,0,0,1,0,1,0,3
179164,2.0,0,0,0,1,0,1,0,2,136.0,67131.0,3.0,3.0,426.0,99.53,4.0,12.0,30.0,1,0,1,0,1,0,1
179167,,0,0,0,1,1,2,0,2,177.0,58523.0,0.0,0.0,1332.0,49.1,3.5,10.0,24.0,0,0,1,0,1,0,3
179168,,0,0,0,1,1,1,0,2,152.0,62613.0,0.0,0.0,523.0,91.01,3.386,12.0,25.0,0,0,1,0,1,0,2
179173,6.0,0,0,0,1,0,2,0,2,155.0,76768.0,2.0,4.0,113.0,53.1,2.9,2.0,17.0,0,0,1,0,1,0,1
179174,2.0,0,0,0,1,0,2,0,2,136.0,31071.0,3.0,3.0,113.0,83.19,3.95,11.0,22.0,1,0,1,0,1,0,2
179175,6.0,0,0,0,0,1,1,0,1,154.0,30725.0,0.0,0.0,624.0,40.38,2.72,0.0,17.0,0,0,1,0,1,0,3
179176,,0,0,0,1,1,1,0,2,328.0,107557.0,0.0,0.0,500.0,70.2,3.69,0.0,17.0,0,0,1,0,1,0,1
179180,,0,0,0,1,1,1,0,2,147.0,54369.0,4.0,3.0,442.0,91.18,4.4,13.0,21.0,0,0,1,0,1,0,1
179182,6.0,0,0,0,1,1,1,0,2,199.0,86916.0,2.0,2.0,299.0,77.59,3.66,5.0,23.0,0,0,1,0,1,0,1
179190,,0,0,0,1,0,2,0,2,214.0,67031.0,0.0,0.0,209.0,80.38,3.49,12.0,25.0,0,0,1,0,1,0,1
179192,,0,0,0,1,1,1,0,2,223.0,36271.0,0.0,0.0,33.0,57.58,3.73,6.0,23.0,0,0,1,0,1,1,1
179193,1.0,1,1,1,1,0,2,0,2,181.0,53173.0,0.0,0.0,393.0,77.1,3.39,2.0,17.0,1,0,1,0,1,0,3
179195,5.0,0,0,0,1,1,1,0,2,336.0,83171.0,2.0,1.0,581.0,86.4,3.55,12.0,23.0,0,0,1,0,1,0,2
179196,4.0,0,0,0,1,0,2,0,1,336.0,62242.0,4.0,3.0,581.0,49.74,2.71,12.0,22.0,0,0,1,0,1,0,2
179198,3.0,1,1,1,1,0,1,0,2,145.0,47126.0,4.0,5.0,248.0,92.74,3.88,11.0,27.0,1,0,1,0,1,0,1
179199,6.0,0,0,0,1,1,2,0,2,307.0,44746.0,2.0,2.0,96.0,57.29,3.09,12.0,20.0,0,0,1,0,1,0,2
179200,6.0,0,0,0,1,1,1,0,2,473.0,39194.0,1.0,1.0,591.0,70.56,3.09,8.0,20.0,0,0,1,0,1,0,4
179208,6.0,0,0,0,0,1,2,0,1,150.0,96067.0,0.0,0.0,419.0,48.21,3.2089999999999996,0.0,17.0,0,0,1,0,1,0,2
179210,,0,0,0,1,0,1,0,2,229.0,29800.0,2.0,3.0,358.0,96.37,4.4510000000000005,12.0,23.0,0,0,1,0,1,0,3
179215,,0,0,0,1,0,1,0,2,172.0,49353.0,2.0,3.0,54.0,92.59,3.41,7.0,22.0,0,0,1,0,1,1,1
179221,,0,0,0,1,1,1,0,2,147.0,73707.0,0.0,0.0,22.0,81.82,3.68,2.0,22.0,0,0,1,0,1,0,1
179223,,0,0,0,1,0,2,0,2,314.0,59177.0,0.0,0.0,189.0,86.77,3.77,2.0,25.0,0,0,1,0,1,0,1
179226,6.0,0,0,0,1,1,1,0,2,239.0,56184.0,0.0,0.0,80.0,82.5,3.62,1.0,21.0,0,0,1,0,1,0,3
179233,,0,0,0,1,1,1,0,2,436.0,21565.0,3.0,3.0,460.0,99.78,4.151,13.0,26.0,0,0,1,0,1,0,3
179234,3.0,0,0,0,1,1,1,0,2,914.0,60392.0,2.0,3.0,43.0,48.84,3.54,0.0,21.0,0,0,1,0,0,1,1
179236,4.0,1,1,1,1,0,2,0,2,229.0,45085.0,3.0,3.0,57.0,96.49,4.0,3.0,24.0,1,0,1,0,1,0,1
179241,,0,0,0,1,0,1,0,2,1003.0,79808.0,1.0,2.0,164.0,90.24,3.89,7.0,31.0,0,0,1,1,0,0,1
179242,,1,1,1,1,0,2,0,2,180.0,71240.0,0.0,0.0,144.0,86.81,3.64,12.0,27.0,1,0,1,0,1,0,1
179243,3.0,0,0,0,1,1,1,0,2,159.0,115179.0,1.0,2.0,856.0,57.59,3.44,3.0,23.0,1,0,1,0,1,0,1
179244,6.0,0,0,0,1,1,2,0,2,208.0,93709.0,1.0,1.0,557.0,80.61,3.911,7.0,24.0,0,0,1,0,1,0,2
179247,3.0,1,1,1,1,0,1,0,2,140.0,65882.0,2.0,4.0,323.0,88.24,3.61,11.0,23.0,1,0,1,0,1,0,1
179253,1.0,1,1,1,1,0,1,0,2,703.0,41375.0,3.0,4.0,290.0,84.14,3.44,4.0,21.0,0,0,1,0,0,0,2
179262,3.0,0,0,0,1,1,2,0,2,175.0,56618.0,3.0,1.0,392.0,85.71,3.48,13.0,32.0,0,0,1,0,1,0,1
179263,6.0,0,0,0,1,1,2,0,2,149.0,59417.0,0.0,0.0,798.0,55.89,3.16,8.0,26.0,0,0,1,0,1,0,4
179266,6.0,0,0,0,1,1,2,0,2,309.0,42122.0,2.0,3.0,515.0,93.98,3.77,0.0,20.0,0,0,1,0,1,0,2
179269,5.0,0,0,0,1,1,1,0,2,175.0,67632.0,2.0,3.0,617.0,39.22,3.31,4.0,22.0,0,0,1,0,1,1,3
179273,6.0,0,0,0,1,1,2,0,2,140.0,65172.0,1.0,1.0,364.0,78.3,3.58,8.0,26.0,0,0,1,0,1,0,1
179277,,0,0,0,1,0,2,0,2,149.0,55549.0,0.0,0.0,521.0,96.93,4.0,0.0,33.0,0,0,1,0,1,0,1
179284,,0,0,0,1,1,1,0,2,150.0,91800.0,2.0,3.0,374.0,43.58,3.1519999999999997,3.0,22.0,0,0,1,0,1,0,3
179285,,0,0,0,1,1,1,0,2,124.0,47660.0,0.0,0.0,89.0,79.78,3.83,6.0,18.0,0,0,1,0,1,0,1
179292,,1,1,1,1,0,1,0,2,214.0,50702.0,3.0,5.0,620.0,97.9,4.478,13.0,26.0,1,0,1,0,1,0,2
179293,,0,0,0,1,1,2,0,2,215.0,40056.0,1.0,1.0,264.0,35.98,3.1210000000000004,2.0,20.0,0,0,1,0,1,0,1
179294,3.0,0,0,0,1,0,1,0,2,178.0,46464.0,2.0,4.0,393.0,92.88,3.71,5.0,20.0,0,0,1,0,1,0,3
179301,,0,0,0,1,0,2,0,2,572.0,62132.0,0.0,0.0,72.0,79.17,3.84,4.0,25.0,0,0,1,0,0,0,4
179310,,0,0,0,1,1,1,0,1,321.0,39651.0,2.0,1.0,47.0,57.45,3.62,13.0,20.0,0,0,1,0,1,0,3
179311,,0,0,0,1,0,1,0,2,153.0,73547.0,2.0,3.0,357.0,49.3,2.92,3.0,19.0,1,0,1,0,1,1,2
179317,,0,0,0,1,0,2,1,2,225.0,107609.0,2.0,2.0,20.0,75.0,3.67,2.0,26.0,0,0,1,0,1,0,1
179318,6.0,0,0,0,1,1,2,0,2,309.0,71983.0,0.0,0.0,475.0,75.37,2.9,9.0,18.0,0,0,1,0,1,1,2
179325,,0,0,0,1,1,1,0,2,116.0,66422.0,2.0,3.0,422.0,72.04,3.41,5.0,26.0,0,0,1,0,1,0,3
179331,6.0,1,1,1,1,0,2,0,2,181.0,62436.0,0.0,0.0,497.0,48.09,2.98,0.0,17.0,0,0,1,0,1,0,2
179334,6.0,0,0,0,0,1,2,0,2,166.0,22791.0,3.0,3.0,193.0,52.85,2.54,1.0,12.0,0,0,1,0,1,0,2
179335,,0,0,0,1,1,2,0,1,221.0,46982.0,2.0,3.0,629.0,79.97,3.71,12.0,21.0,0,0,1,0,1,0,2
179341,6.0,0,0,0,0,1,2,0,1,171.0,35000.0,2.0,3.0,1052.0,66.35,2.79,3.0,14.0,0,0,1,0,1,0,3
179344,2.0,0,0,0,1,1,1,1,2,156.0,65044.0,3.0,3.0,807.0,81.41,3.7,0.0,29.0,1,0,1,0,1,0,1
179346,3.0,0,0,0,1,0,1,0,2,150.0,91250.0,1.0,0.0,568.0,78.7,4.0,1.0,18.0,0,0,1,0,1,0,2
179350,,0,0,0,1,1,1,0,2,777.0,133043.0,0.0,0.0,114.0,91.23,3.93,7.0,30.0,0,0,1,1,0,1,1
179353,6.0,0,0,0,0,1,2,0,2,194.0,48026.0,2.0,3.0,93.0,1.08,1.52,0.0,16.0,0,0,1,0,1,0,1
179366,,0,0,0,1,1,1,0,2,214.0,107022.0,1.0,3.0,498.0,82.33,3.6,0.0,22.0,0,0,1,0,1,0,1
179375,,1,0,0,1,0,2,0,2,307.0,40759.0,0.0,0.0,607.0,58.32,3.6,12.0,25.0,0,0,1,0,1,0,4
179389,2.0,0,0,0,1,1,1,0,2,136.0,91755.0,0.0,0.0,525.0,81.52,3.39,10.0,19.0,1,0,1,0,1,0,1
179393,3.0,0,0,0,1,0,1,0,2,188.0,50201.0,2.0,2.0,1313.0,85.38,3.77,0.0,34.0,1,0,1,0,1,0,3
179408,6.0,0,0,0,0,1,2,0,1,148.0,81209.0,2.0,3.0,460.0,20.0,2.952,8.0,17.0,0,0,1,0,1,0,3
179409,3.0,0,0,0,1,1,2,1,2,140.0,83820.0,1.0,2.0,298.0,79.53,3.825,6.0,22.0,1,0,1,0,1,0,3
179411,,1,0,0,1,0,2,0,2,7.0,67691.0,4.0,4.0,533.0,82.36,3.89,6.0,26.0,1,0,1,0,1,0,1
179414,6.0,0,0,0,0,1,2,0,2,171.0,85354.0,0.0,0.0,429.0,19.81,2.7133,0.0,16.0,0,0,1,0,1,0,2
179435,6.0,0,0,0,0,1,2,0,2,168.0,107022.0,1.0,1.0,467.0,54.39,2.83,1.0,16.0,0,0,1,0,1,0,3
179438,,0,0,0,0,1,1,0,2,131.0,59542.0,2.0,3.0,362.0,19.61,2.62,4.0,18.0,0,0,1,0,1,0,3
179448,,0,0,0,1,0,1,0,1,148.0,101988.0,0.0,0.0,508.0,91.14,3.6,5.0,19.0,0,0,1,0,1,0,2
179461,3.0,0,0,0,1,1,1,0,2,4.0,107753.0,4.0,3.0,360.0,94.44,4.0,18.0,22.0,1,0,1,1,1,0,1
179467,3.0,0,0,0,1,1,1,0,2,307.0,64205.0,0.0,0.0,493.0,96.55,3.79,0.0,27.0,0,0,1,0,1,0,1
179474,6.0,0,0,0,1,1,2,0,1,522.0,149695.0,0.0,0.0,374.0,53.21,2.73,1.0,20.0,0,0,1,0,0,0,2
179492,6.0,0,0,0,0,1,2,0,2,288.0,51429.0,3.0,3.0,761.0,30.22,2.53,0.0,14.0,0,0,1,0,1,0,2
179493,6.0,0,0,0,0,1,2,0,2,338.0,120833.0,0.0,0.0,593.0,46.21,2.67,2.0,15.0,0,0,1,0,1,0,4
179540,,0,0,0,1,1,2,0,2,95.0,30900.0,2.0,3.0,107.0,65.42,3.11,6.0,24.0,0,0,1,0,1,0,1
179545,6.0,0,0,0,0,1,2,0,2,229.0,56793.0,2.0,2.0,373.0,40.75,3.312,7.0,15.0,0,0,1,0,1,0,3
179552,6.0,0,0,0,1,1,2,0,2,37.0,42902.0,3.0,3.0,26.0,65.38,3.7,0.0,20.0,1,0,1,1,1,0,1
179565,6.0,0,0,0,1,1,1,1,2,4.0,105400.0,2.0,2.0,467.0,86.51,4.0,4.0,18.0,0,0,1,1,1,0,3
179568,,0,0,0,1,1,1,0,2,860.0,114394.0,0.0,0.0,67.0,94.03,3.88,5.0,30.0,0,0,1,1,0,1,1
179569,2.0,1,0,0,1,0,1,0,2,184.0,61660.0,2.0,3.0,1569.0,82.92,3.75,9.0,25.0,1,0,1,0,1,0,3
179572,,1,1,1,1,0,2,0,2,135.0,98338.0,0.0,0.0,201.0,28.36,2.89,0.0,21.0,1,0,1,0,1,1,1
179575,6.0,0,0,0,0,1,1,0,2,192.0,84375.0,0.0,0.0,173.0,32.37,2.61,0.0,16.0,0,0,1,0,1,0,1
179576,,0,0,0,1,0,1,0,1,186.0,81066.0,3.0,2.0,336.0,83.33,3.5,0.0,19.0,0,0,1,0,1,0,3
179582,6.0,0,0,0,0,1,2,0,1,163.0,44258.0,0.0,0.0,217.0,78.8,2.63,9.0,13.0,0,0,1,0,1,0,4
179593,,0,0,0,1,1,1,0,2,226.0,37703.0,0.0,0.0,95.0,55.79,3.35,0.0,18.0,0,0,1,0,1,0,1
179595,,0,0,0,1,1,1,0,2,229.0,102921.0,2.0,5.0,377.0,72.41,3.9,4.0,19.0,0,0,1,0,1,0,3
179603,,0,0,0,1,0,1,0,2,437.0,77706.0,0.0,0.0,451.0,87.8,4.0,11.0,21.0,0,0,1,0,1,0,3
179607,,0,0,0,1,0,1,0,2,186.0,101535.0,0.0,0.0,703.0,98.44,3.94,0.0,29.0,0,0,1,0,1,0,1
179616,,0,0,0,1,0,2,0,1,306.0,94983.0,0.0,0.0,834.0,86.57,3.5,12.0,17.0,0,0,1,0,1,0,3
179629,6.0,0,0,0,0,1,1,0,2,168.0,81066.0,2.0,3.0,322.0,35.4,3.16,0.0,16.0,0,0,1,0,1,0,2
179640,,0,0,0,1,0,2,0,2,193.0,26509.0,3.0,3.0,435.0,93.33,3.76,0.0,23.0,0,0,1,0,1,0,2
179642,,0,0,0,1,1,1,0,1,167.0,88993.0,1.0,1.0,424.0,73.35,3.83,3.0,23.0,0,0,1,0,1,0,1
179645,6.0,0,0,0,1,0,2,0,2,597.0,76296.0,2.0,1.0,479.0,77.24,3.3,0.0,23.0,0,0,1,1,0,0,1
179657,,0,0,0,1,0,1,0,2,161.0,41964.0,0.0,0.0,414.0,98.31,3.71,10.0,19.0,0,0,1,0,1,0,3
179663,,0,0,0,1,1,2,1,2,7.0,67632.0,2.0,2.0,254.0,92.91,3.9,9.0,31.0,0,0,1,1,1,0,1
179666,,1,0,0,1,0,1,0,2,448.0,53488.0,2.0,3.0,576.0,93.92,3.716,13.0,21.0,0,0,1,0,1,0,3
179667,,0,0,0,1,1,1,0,1,450.0,43298.0,1.0,1.0,515.0,87.77,3.6423,9.0,18.0,0,0,1,0,1,0,1
179670,6.0,0,0,0,1,0,1,0,2,217.0,111879.0,0.0,0.0,350.0,92.29,3.9939999999999998,12.0,17.0,0,0,1,0,1,0,3
179674,3.0,0,0,0,1,0,1,0,2,160.0,90306.0,2.0,4.0,601.0,89.52,4.0,6.0,28.0,1,0,1,0,1,0,1
179676,2.0,1,0,0,1,0,1,0,2,321.0,54535.0,0.0,0.0,577.0,23.57,2.46,0.0,18.0,1,0,1,0,1,0,2
179677,6.0,0,0,0,1,0,2,0,2,212.0,121004.0,0.0,0.0,624.0,64.26,3.659,4.0,23.0,0,0,1,0,1,0,1
179678,,1,0,0,1,0,1,0,2,156.0,102511.0,2.0,4.0,97.0,64.95,3.58,3.0,18.0,1,0,1,0,1,0,1
179680,,0,0,0,1,1,1,0,2,173.0,40674.0,3.0,0.0,500.0,87.2,4.0,12.0,27.0,0,0,1,0,1,0,2
179681,,0,0,0,1,0,1,0,2,144.0,108351.0,0.0,0.0,472.0,80.72,3.86,7.0,23.0,0,0,1,0,1,0,3
179683,,0,0,0,1,1,1,0,2,182.0,62725.0,2.0,4.0,597.0,59.97,2.98,9.0,19.0,1,0,1,0,1,0,2
179684,,1,0,0,1,0,2,0,2,161.0,116582.0,2.0,4.0,663.0,34.24,2.426,0.0,21.0,0,0,1,0,1,1,3
179692,,0,0,0,1,1,2,0,2,169.0,43793.0,0.0,0.0,342.0,95.03,3.9,8.0,25.0,0,0,1,0,0,0,2
179693,,0,0,0,1,1,1,0,2,311.0,84149.0,0.0,0.0,781.0,3.2,3.45,0.0,21.0,0,0,1,0,1,0,2
179701,,0,0,0,1,1,1,0,1,343.0,59158.0,2.0,4.0,392.0,93.37,4.0,12.0,20.0,0,0,1,0,1,0,3
179702,4.0,1,0,0,1,0,1,0,2,147.0,102663.0,3.0,4.0,748.0,61.76,3.775,2.0,19.0,0,0,1,0,1,0,2
179706,,0,0,0,1,1,1,0,2,287.0,30328.0,3.0,3.0,252.0,75.0,3.51,0.0,20.0,0,0,1,0,0,0,1
179713,2.0,0,0,0,1,0,1,0,2,471.0,86786.0,2.0,3.0,456.0,63.16,3.3,12.0,19.0,0,0,1,0,1,0,3
179714,,0,0,0,1,0,1,0,2,5.0,148641.0,0.0,0.0,435.0,95.4,4.0,12.0,16.0,0,0,1,1,1,0,2
179717,,0,0,0,1,1,1,1,2,296.0,111697.0,0.0,0.0,698.0,65.76,3.45,8.0,24.0,0,0,1,0,1,1,1
179720,6.0,0,0,0,1,1,1,0,2,240.0,77083.0,0.0,0.0,104.0,84.62,3.32,7.0,17.0,0,0,1,0,1,0,3
179721,,0,0,0,0,1,1,0,2,167.0,66612.0,1.0,1.0,450.0,57.78,2.9339999999999997,5.0,19.0,0,0,1,0,1,0,3
179724,,0,0,0,1,1,2,0,2,146.0,135976.0,2.0,3.0,194.0,49.48,2.95,0.0,20.0,0,0,1,0,1,0,2
179732,,0,0,0,1,1,2,0,1,149.0,93968.0,1.0,4.0,583.0,17.84,2.8,1.0,19.0,1,0,1,0,1,0,3
179736,6.0,1,0,0,1,0,1,0,2,287.0,73765.0,2.0,4.0,413.0,80.87,3.64,7.0,29.0,1,0,1,0,1,0,1
179741,,0,0,0,1,0,1,0,2,200.0,61543.0,2.0,2.0,78.0,67.95,3.3,0.0,21.0,0,0,1,0,1,1,1
179748,6.0,0,0,0,1,0,1,0,1,343.0,40060.0,0.0,0.0,392.0,91.33,4.0,13.0,17.0,0,0,1,0,1,0,3
179757,5.0,0,0,0,0,0,1,0,2,303.0,70192.0,2.0,4.0,128.0,26.56,2.9,0.0,21.0,0,0,1,0,1,0,2
179760,,0,0,0,0,1,1,0,2,147.0,26224.0,3.0,3.0,429.0,57.34,3.4189999999999996,10.0,21.0,0,0,1,0,1,0,1
179764,,0,0,0,1,1,1,0,2,230.0,51836.0,0.0,0.0,475.0,63.37,3.4568,11.0,20.0,0,0,1,0,1,0,1
179767,2.0,0,0,0,1,0,1,0,2,207.0,64094.0,2.0,4.0,651.0,70.81,3.85106,12.0,23.0,1,0,1,0,1,1,3
179808,6.0,0,0,0,0,1,1,0,1,161.0,54454.0,0.0,0.0,314.0,64.65,3.398,4.0,17.0,0,0,1,0,1,0,2
179822,,0,0,0,1,1,1,0,2,136.0,58547.0,0.0,0.0,468.0,92.52,3.8810000000000002,13.0,30.0,0,0,1,0,1,0,2
179826,,0,0,0,0,1,2,0,2,144.0,21250.0,2.0,0.0,138.0,59.42,2.82,7.0,19.0,1,0,1,0,1,0,2
179827,6.0,0,0,0,0,1,1,0,0,223.0,45674.0,0.0,0.0,195.0,76.41,3.3543,11.0,13.0,0,0,1,0,1,1,3
179830,,0,0,0,1,0,1,0,2,193.0,48769.0,0.0,0.0,155.0,81.29,3.9,13.0,21.0,0,0,1,0,1,0,1
179832,6.0,1,0,0,1,0,1,0,2,0.0,59357.0,0.0,0.0,242.0,59.09,3.29,3.0,14.0,0,0,1,0,1,0,4
179833,,0,0,0,1,0,2,0,2,157.0,70043.0,0.0,0.0,691.0,42.11,2.625,13.0,22.0,0,0,1,0,1,0,2
179839,,0,0,0,1,1,1,0,2,233.0,52198.0,0.0,0.0,71.0,92.96,3.45454,8.0,22.0,0,0,1,0,1,0,3
179841,,0,0,0,1,1,1,0,2,309.0,36538.0,0.0,0.0,738.0,91.46,3.6226,2.0,22.0,0,0,1,0,1,0,3
179843,6.0,0,0,0,0,1,2,0,2,131.0,58799.0,3.0,3.0,422.0,52.37,3.068,0.0,14.0,0,0,1,0,1,0,3
179845,,0,0,0,0,1,1,0,2,203.0,33047.0,1.0,3.0,499.0,44.09,2.3326,8.0,19.0,0,0,1,0,1,0,3
179847,,0,0,0,1,0,2,0,2,1012.0,41149.0,0.0,0.0,828.0,89.49,3.8,0.0,27.0,0,0,1,1,0,0,1
179854,6.0,0,0,0,1,0,2,0,2,328.0,40601.0,0.0,0.0,537.0,54.38,3.3810000000000002,4.0,18.0,0,0,1,0,1,0,2
179873,,0,0,0,1,0,2,0,2,176.0,67265.0,0.0,0.0,391.0,58.82,3.429,6.0,24.0,0,0,1,0,1,0,4
179901,,0,0,0,1,1,1,0,2,394.0,59003.0,0.0,0.0,373.0,99.2,3.99,4.0,20.0,0,0,1,0,1,0,3
179902,3.0,0,0,0,1,1,2,0,2,211.0,33974.0,3.0,3.0,634.0,53.94,3.427,5.0,21.0,1,0,1,0,1,0,1
179909,,0,0,0,0,1,1,0,2,143.0,60761.0,0.0,0.0,67.0,28.36,2.89,12.0,19.0,0,0,1,0,1,0,3
179912,3.0,1,0,0,1,0,2,1,2,148.0,80952.0,0.0,0.0,436.0,90.37,4.0,11.0,30.0,1,0,1,0,1,0,1
179920,,0,0,0,1,1,1,0,2,182.0,117217.0,1.0,2.0,514.0,69.26,3.51,1.0,22.0,0,0,1,0,1,0,2
179921,,0,0,0,1,1,1,0,2,179.0,64757.0,0.0,0.0,31.0,35.48,3.5609,3.0,25.0,0,0,1,0,1,0,3
179925,2.0,0,0,0,1,1,1,0,2,240.0,38926.0,0.0,0.0,391.0,70.08,3.71,6.0,24.0,0,0,1,0,1,0,1
179927,6.0,0,0,0,0,1,2,1,2,137.0,86480.0,3.0,3.0,433.0,38.11,3.0789999999999997,0.0,17.0,1,0,1,0,1,0,2
179932,6.0,0,0,0,1,1,1,0,2,166.0,31250.0,0.0,0.0,629.0,85.85,3.28,6.0,17.0,1,0,1,0,1,0,2
179933,,0,0,0,1,1,2,0,2,154.0,47344.0,0.0,0.0,46.0,93.48,4.0,0.0,24.0,0,0,1,0,1,0,1
179942,6.0,0,0,0,1,1,1,0,0,165.0,74103.0,2.0,1.0,52.0,26.92,3.0789999999999997,3.0,15.0,0,0,1,0,1,0,1
179946,5.0,0,0,0,1,1,1,0,2,186.0,88936.0,2.0,3.0,649.0,62.4,2.9,8.0,21.0,0,0,1,0,1,0,2
179959,,1,0,0,1,0,1,0,2,298.0,103239.0,0.0,0.0,659.0,70.71,3.79,7.0,20.0,0,0,1,0,1,0,2
179961,6.0,0,0,0,0,1,1,0,2,140.0,45714.0,2.0,3.0,499.0,47.7,3.29,0.0,17.0,0,0,1,0,1,0,2
179964,6.0,0,0,0,1,1,1,0,2,223.0,110017.0,1.0,3.0,276.0,60.87,3.3061199999999995,0.0,14.0,0,0,1,0,1,0,3
179966,6.0,0,0,0,1,0,1,0,2,309.0,127000.0,2.0,4.0,146.0,84.93,3.3,0.0,14.0,0,0,1,0,1,0,2
179971,3.0,0,0,0,1,0,2,0,2,226.0,68295.0,0.0,0.0,139.0,87.05,3.952,2.0,23.0,0,0,1,0,1,0,1
179976,3.0,1,0,0,1,0,1,0,1,224.0,88200.0,3.0,4.0,515.0,78.25,3.93,2.0,21.0,1,0,1,0,1,0,1
179981,6.0,0,0,0,0,1,1,0,2,175.0,49149.0,2.0,3.0,362.0,72.93,3.6216,0.0,17.0,0,0,1,0,1,0,3
179985,6.0,0,0,0,0,1,2,1,2,200.0,66860.0,0.0,0.0,329.0,35.56,2.41,0.0,15.0,1,0,1,0,1,0,2
